,0,1,2,3
180,4.1,Level 3,84:89:ad:bf:64:e1,2019-12-12 22:56:22.388 UTC
181,4.1,Level 3,f8:e9:4e:93:ae:09,2019-12-23 10:34:09.405 UTC
182,4.1,Level 3,f8:e9:4e:93:ae:09,2019-12-23 10:34:09.406 UTC
183,4.1,Level 3,a4:50:46:51:08:39,2019-12-09 16:33:54.318 UTC
184,4.1,Level 3,98:39:8e:cc:64:05,2019-12-27 19:48:17.123 UTC
185,4.1,Level 3,24:05:0f:5e:a3:34,2019-12-27 01:45:19.185 UTC
186,4.1,Level 3,a0:c9:a0:f9:58:cf,2019-12-03 21:31:46.418 UTC
187,4.1,Level 3,70:fd:46:c1:6c:8e,2019-12-20 15:04:14.579 UTC
188,4.1,Level 3,7c:03:5e:b0:a3:78,2019-12-23 20:04:06.127 UTC
189,4.1,Level 3,a8:96:75:42:b8:77,2019-12-29 00:39:13.186 UTC
190,4.1,Level 3,88:66:a5:65:bb:bd,2019-12-10 11:53:05.891 UTC
191,4.1,Level 3,70:fd:46:c1:6c:8e,2019-12-20 15:04:14.722 UTC
192,4.1,Level 3,bc:98:df:ef:d5:80,2019-12-05 14:30:38.428 UTC
193,4.1,Level 3,20:32:6c:20:f7:9d,2019-12-06 14:08:55.199 UTC
194,4.1,Level 3,38:30:f9:6d:59:2b,2019-12-18 22:33:47.943 UTC
195,4.1,Level 3,18:65:90:01:1b:cf,2019-12-28 15:04:02.552 UTC
196,4.1,Level 3,44:91:60:40:c7:61,2019-12-25 17:03:05.968 UTC
197,4.1,Level 3,68:7d:6b:4d:6c:d3,2019-12-29 05:38:39.25 UTC
198,4.1,Level 3,b8:53:ac:bf:75:ad,2019-12-18 14:43:49.787 UTC
199,4.1,Level 3,44:91:60:7b:46:5d,2019-12-06 15:22:03.367 UTC
200,4.1,Level 3,74:b5:87:40:e5:ce,2019-12-05 00:06:13.443 UTC
201,4.1,Level 3,30:07:4d:96:ea:21,2019-12-01 06:57:33.354 UTC
202,4.1,Level 3,d0:77:14:a0:9f:a6,2019-12-12 18:02:12.47 UTC
203,4.1,Level 3,38:80:df:07:f8:88,2019-12-27 20:42:12.064 UTC
204,4.1,Level 3,04:d4:c4:a1:0e:14,2019-12-04 05:41:53.206 UTC
205,4.1,Level 3,d0:04:01:8f:e2:99,2019-12-05 18:43:23.45 UTC
206,4.1,Level 3,b8:27:eb:7f:a5:bc,2019-12-19 09:49:29.39 UTC
207,4.1,Level 3,24:18:1d:07:54:df,2019-12-29 19:19:55.047 UTC
208,4.1,Level 3,38:ca:da:da:16:59,2019-12-12 23:16:42.062 UTC
209,4.1,Level 3,24:18:1d:90:11:ce,2019-12-17 08:02:12.413 UTC
210,4.1,Level 3,5c:03:39:06:e5:7c,2019-12-07 09:47:26.915 UTC
211,4.1,Level 3,fc:64:3a:56:b6:5c,2019-12-21 07:08:25.289 UTC
212,4.1,Level 3,24:05:0f:5e:55:78,2019-12-20 23:45:15.866 UTC
213,4.1,Level 3,fc:64:3a:2e:0e:14,2019-12-13 07:51:04.433 UTC
214,4.1,Level 3,fc:64:3a:56:b6:5c,2019-12-21 07:08:25.288 UTC
